sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,name,description,short_description,price,special_price,special_from_date,special_to_date,cost,weight,manufacturer,meta_title,meta_keyword,meta_description,image,small_image,thumbnail,media_gallery,color,news_from_date,news_to_date,gallery,status,url_key,url_path,minimal_price,visibility,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,options_container,required_options,has_options,image_label,small_image_label,thumbnail_label,created_at,updated_at,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,msrp,tax_class_id,gift_message_available,condition,part_type,part_number,accept_offer_price,decline_offer_price,server_compatibility,featured,generation,server_type,processor,cpu_quantity,cpu_speed,cpu_cores,ram_quantity,ram_technology,hdd1_quantity,hdd1_capacity,hdd_size,raid,warranty,power_supply,hdd_tech,drive,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,"Servers/Dell Servers/Dell 4U+ Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-2800-2,,Server,simple,Servers,"Default Category",base,PowerEdge 2800,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,695,,,,,100,Dell,,,,poweredge-2800.jpg,poweredge-2800.jpg,poweredge-2800.jpg,,,,,,1,poweredge-2800-2,poweredge-2800-2,,4,,,,,,"Block after Info Column",0,0,PowerEdge 2800,PowerEdge 2800,PowerEdge 2800,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,695,694.0,,No,8,Tower,Intel,2,3.2GHz,Single,4GB,DDR2,3,146GB,3.5",Yes,1 Year,Redundant,SCSI,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-2800.jpg,PowerEdge 2800,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-2850-1,,Server,simple,Servers,"Default Category",base,PowerEdge 2850,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,395,,,,,70,Dell,,,,poweredge-2850.jpg,poweredge-2850.jpg,poweredge-2850.jpg,,,,,,1,poweredge-2850-1,poweredge-2850-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 2850,PowerEdge 2850,PowerEdge 2850,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,395,394.0,,No,8,Rack - 2U,Intel,2,3.6GHz,Single,6GB,DDR2,6,36GB,3.5",Yes,1 Year,Redundant,SCSI,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-2850.jpg,PowerEdge 2850,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell 2U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl360-g8-1,,Server,simple,Servers,"Default Category",base,Proliant DL360 G8,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,3777,,,,,40,HP,,,,proliant-dl360-g8.jpg,proliant-dl360-g8.jpg,proliant-dl360-g8.jpg,,,,,,1,proliant-dl360-g8-1,proliant-dl360-g8-1,,4,,,,,,"Block after Info Column",0,0,Proliant DL360 G8,Proliant DL360 G8,Proliant DL360 G8,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,3777,3776.0,,No,8,Rack - 1U,Intel,2,2.4GHz,Quad,8GB,DDR3,2,1TB,2.5",Yes,3 Year,Redundant,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl360-g8.jpg,Proliant DL360 G8,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 1U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g8-1,,Server,simple,Servers,"Default Category",base,Proliant DL380 G8,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,5454,,,,,50,HP,,,,proliant-dl380-g8.jpg,proliant-dl380-g8.jpg,proliant-dl380-g8.jpg,,,,,,1,proliant-dl380-g8-1,proliant-dl380-g8-1,,4,,,,,,"Block after Info Column",0,0,Proliant DL380 G8,Proliant DL380 G8,Proliant DL380 G8,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,5454,5453.0,,No,8,Rack - 2U,Intel,2,1.9GHz,Six,24GB,DDR3,2,1TB,2.5",Yes,3 Year,Redundant,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl380-g8.jpg,Proliant DL380 G8,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 2U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380p-g8-1,,Server,simple,Servers,"Default Category",base,Proliant DL380P G8,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,5995,,,,,60,HP,,,,proliant-dl380p-g8.jpg,proliant-dl380p-g8.jpg,proliant-dl380p-g8.jpg,,,,,,1,proliant-dl380p-g8-1,proliant-dl380p-g8-1,,4,,,,,,"Block after Info Column",0,0,Proliant DL380P G8,Proliant DL380P G8,Proliant DL380P G8,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,5995,5994.0,,No,8,Rack - 2U,Intel,2,1.9GHz,Six,96GB,DDR3,8,450GB,2.5",Yes,3 Year,Redundant,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl380p-g8.jpg,Proliant DL380P G8,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 2U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl580-g8-1,,Server,simple,Servers,"Default Category",base,Proliant DL580 G8,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,34500,,,,,100,HP,,,,proliant-dl580-g8.jpg,proliant-dl580-g8.jpg,proliant-dl580-g8.jpg,,,,,,1,proliant-dl580-g8-1,proliant-dl580-g8-1,,4,,,,,,"Block after Info Column",0,0,Proliant DL580 G8,Proliant DL580 G8,Proliant DL580 G8,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,34500,34499.0,,No,8,Rack - 4U+,Intel,2,2.6GHz,Twelve,128GB,DDR3,4,900GB,2.5",Yes,3 Year,Redundant,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,proliant-dl580-g8.jpg,Proliant DL580 G8,1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP 4U+ Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-1900-gen-i-1,,Server,simple,Servers,"Default Category",base,PowerEdge 1900 Gen I,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,595,,,,,95,Dell,,,,poweredge-1900-gen-i.jpg,poweredge-1900-gen-i.jpg,poweredge-1900-gen-i.jpg,,,,,,1,poweredge-1900-gen-i-1,poweredge-1900-gen-i-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 1900 Gen I,PowerEdge 1900 Gen I,PowerEdge 1900 Gen I,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,595,594.0,,No,9,Tower,Intel,2,2.33GHz,Dual,8GB,DDR2,4,250GB,3.5",Yes,1 Year,Single,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-1900-gen-i.jpg,PowerEdge 1900 Gen I,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-1900-gen-ii-1,,Server,simple,Servers,"Default Category",base,PowerEdge 1900 Gen II,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,855,,,,,95,Dell,,,,poweredge-1900-gen-ii.jpg,poweredge-1900-gen-ii.jpg,poweredge-1900-gen-ii.jpg,,,,,,1,poweredge-1900-gen-ii-1,poweredge-1900-gen-ii-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 1900 Gen II,PowerEdge 1900 Gen II,PowerEdge 1900 Gen II,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,855,854.0,,No,9,Tower,Intel,2,2.66GHz,Quad,16GB,DDR2,4,1TB,3.5",Yes,1 Year,Single,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-1900-gen-ii.jpg,PowerEdge 1900 Gen II,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-1950-gen-ii-1,,Server,simple,Servers,"Default Category",base,PowerEdge 1950 Gen II,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,545,,,,,45,Dell,,,,poweredge-1950-gen-ii.jpg,poweredge-1950-gen-ii.jpg,poweredge-1950-gen-ii.jpg,,,,,,1,poweredge-1950-gen-ii-1,poweredge-1950-gen-ii-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 1950 Gen II,PowerEdge 1950 Gen II,PowerEdge 1950 Gen II,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,545,544.0,,No,9,Rack - 1U,Intel,2,2.33GHz,Quad,4GB,DDR2,2,146GB,3.5",Yes,1 Year,Redundant,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-1950-gen-ii.jpg,PowerEdge 1950 Gen II,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell 1U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-1950-gen-iii-1,,Server,simple,Servers,"Default Category",base,PowerEdge 1950 Gen III,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,795,,,,,45,Dell,,,,poweredge-1950-gen-iii.jpg,poweredge-1950-gen-iii.jpg,poweredge-1950-gen-iii.jpg,,,,,,1,poweredge-1950-gen-iii-1,poweredge-1950-gen-iii-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 1950 Gen III,PowerEdge 1950 Gen III,PowerEdge 1950 Gen III,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,795,794.0,,No,9,Rack - 1U,Intel,2,3.0GHz,Quad,16GB,DDR2,2,1TB,3.5",Yes,1 Year,Redundant,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-1950-gen-iii.jpg,PowerEdge 1950 Gen III,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell 1U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-2900-rackmount-gen-ii-1,,Server,simple,Servers,"Default Category",base,PowerEdge 2900 Rackmount Gen II,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,995,,,,,110,Dell,,,,poweredge-2900-rackmount-gen-ii.jpg,poweredge-2900-rackmount-gen-ii.jpg,poweredge-2900-rackmount-gen-ii.jpg,,,,,,1,poweredge-2900-rackmount-gen-ii-1,poweredge-2900-rackmount-gen-ii-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 2900 Rackmount Gen II,PowerEdge 2900 Rackmount Gen II,PowerEdge 2900 Rackmount Gen II,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,995,994.0,,No,9,Rack - 4U+,Intel,2,2.33GHz,Quad,16GB,DDR2,4,1TB,3.5",Yes,1 Year,Redundant,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-2900-rackmount-gen-ii.jpg,PowerEdge 2900 Rackmount Gen II,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell 4U+ Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-2900-tower-gen-ii-1,,Server,simple,Servers,"Default Category",base,PowerEdge 2900 Tower Gen II,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,895,,,,,110,Dell,,,,poweredge-2900-tower-gen-ii.jpg,poweredge-2900-tower-gen-ii.jpg,poweredge-2900-tower-gen-ii.jpg,,,,,,1,poweredge-2900-tower-gen-ii-1,poweredge-2900-tower-gen-ii-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 2900 Tower Gen II,PowerEdge 2900 Tower Gen II,PowerEdge 2900 Tower Gen II,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,895,894.0,,No,9,Tower,Intel,2,2.3GHz,Quad,16GB,DDR2,4,1TB,3.5",Yes,1 Year,Redundant,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-2900-tower-gen-ii.jpg,PowerEdge 2900 Tower Gen II,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-2900-tower-gen-iii-1,,Server,simple,Servers,"Default Category",base,PowerEdge 2900 Tower Gen III,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,1195,,,,,110,Dell,,,,poweredge-2900-tower-gen-iii.jpg,poweredge-2900-tower-gen-iii.jpg,poweredge-2900-tower-gen-iii.jpg,,,,,,1,poweredge-2900-tower-gen-iii-1,poweredge-2900-tower-gen-iii-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 2900 Tower Gen III,PowerEdge 2900 Tower Gen III,PowerEdge 2900 Tower Gen III,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,1195,1194.0,,No,9,Tower,Intel,2,2.5GHz,Quad,32GB,DDR2,4,2TB,3.5",Yes,1 Year,Redundant,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-2900-tower-gen-iii.jpg,PowerEdge 2900 Tower Gen III,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-2950-gen-ii-1,,Server,simple,Servers,"Default Category",base,PowerEdge 2950 Gen II,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,785,,,,,65,Dell,,,,poweredge-2950-gen-ii.jpg,poweredge-2950-gen-ii.jpg,poweredge-2950-gen-ii.jpg,,,,,,1,poweredge-2950-gen-ii-1,poweredge-2950-gen-ii-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 2950 Gen II,PowerEdge 2950 Gen II,PowerEdge 2950 Gen II,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,785,784.0,,No,9,Rack - 2U,Intel,2,2.33GHz,Quad,4GB,DDR2,4,146GB,3.5",Yes,1 Year,Redundant,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-2950-gen-ii.jpg,PowerEdge 2950 Gen II,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell 2U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-2950-gen-iii-1,,Server,simple,Servers,"Default Category",base,PowerEdge 2950 Gen III,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,995,,,,,65,Dell,,,,poweredge-2950-gen-iii.jpg,poweredge-2950-gen-iii.jpg,poweredge-2950-gen-iii.jpg,,,,,,1,poweredge-2950-gen-iii-1,poweredge-2950-gen-iii-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge 2950 Gen III,PowerEdge 2950 Gen III,PowerEdge 2950 Gen III,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,995,994.0,,No,9,Rack - 2U,Intel,2,3.0GHz,Quad,16GB,DDR2,4,1TB,3.5",Yes,1 Year,Redundant,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-2950-gen-iii.jpg,PowerEdge 2950 Gen III,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell 2U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-sc1435-1,,Server,simple,Servers,"Default Category",base,PowerEdge SC1435,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,325,,,,,35,Dell,,,,poweredge-sc1435.jpg,poweredge-sc1435.jpg,poweredge-sc1435.jpg,,,,,,1,poweredge-sc1435-1,poweredge-sc1435-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge SC1435,PowerEdge SC1435,PowerEdge SC1435,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,325,324.0,,No,9,Rack - 1U,AMD,2,2.4GHz,Quad,4GB,DDR2,2,146GB,3.5",None,1 Year,Single,SAS,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-sc1435.jpg,PowerEdge SC1435,1,0
,,,,"Servers/Dell Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/Dell Servers/Dell 1U Racks","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poweredge-r300-1,,Server,simple,Servers,"Default Category",base,PowerEdge R300,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,395,,,,,45,Dell,,,,poweredge-r300.jpg,poweredge-r300.jpg,poweredge-r300.jpg,,,,,,1,poweredge-r300-1,poweredge-r300-1,,4,,,,,,"Block after Info Column",0,0,PowerEdge R300,PowerEdge R300,PowerEdge R300,"2015-01-13 16:24:33","2015-01-13 16:45:04",,"Use config","Use config",,2,,,,,395,394.0,,No,10,Rack - 1U,Intel,1,2.83GHz,Quad,8GB,DDR2,1,1TB,3.5",Yes,1 Year,Single,SATA,Optical,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,poweredge-r300.jpg,PowerEdge R300,1,0
