sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,accept_offer_price,color,condition,cost,country_of_manufacture,cpu_cores,cpu_quantity,cpu_speed,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decline_offer_price,description,drive,featured,gallery,generation,gift_message_available,has_options,hdd1_capacity,hdd1_quantity,hdd_size,hdd_tech,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,part_number,part_type,power_supply,price,processor,raid,ram_quantity,ram_technology,required_options,server_compatibility,server_type,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,warranty,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
proliant-dl360-g5-quad-core-1,,Server,simple,Servers,"Default Category",base,295,,,,,Quad,2,2.53GHz,"2015-01-28 21:38:29",,,,,294.0,"<div id=""product-full-descript""><p>Combining concentrated 1U compute power, integrated Lights-Out management, and essential fault tolerance, the HP ProLiant DL360 is optimized for spaceconstrained installations. Quad or Dual-core Xeon processors, DDR2 Fully Buffered DIMMs, Serial Attached SCSI (SAS) and PCI Express technology provide a high performance system ideal for the full range of scale out applications. What's more, the HP ProLiant DL360 G5 steps up the fault tolerant in an ultra dense platform with redundant power, redundant fans, mirrored memory or online spare memory, embedded RAID capability, and full-featured remote Lights-Out management.</p></div>",Optical,No,,G5,,0,146GB,2,"2.5""",SAS,/p/r/proliant-dl360-g5-quad-core.jpg,,HP,,"Buy your ProLiant DL360 G5 - Quad-Core today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished ProLiant DL360 G5 - Quad-Core Servers",,,"Use config","Use config","ProLiant DL360 G5 - Quad-Core",,,"Block after Info Column",,,,Redundant,295.0000,Intel,Yes,4GB,DDR2,0,,"Rack - 1U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl360-g5-quad-core.jpg,,,,,1,2,/p/r/proliant-dl360-g5-quad-core.jpg,,"2015-02-24 19:04:34",proliant-dl360-g5-quad-core-1,proliant-dl360-g5-quad-core-1,4,"1 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl360-g5-quad-core.jpg,"ProLiant DL360 G5 - Quad-Core",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Startup Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g5-dual-core-1,,Server,simple,Servers,"Default Category",base,455,,,,,Dual,2,2.33GHz,"2015-01-28 21:38:29",,,,,454.0,"<div id=""product-full-descript""><p>The HP ProLiant DL380, the world's best selling server, delivers on its history of design excellence with enterprise-class uptime andmanageability, proven 2-socket Intel&reg; Xeon&reg; performance, and 2U density for a variety of rack deployments and applications.</p></div>",Optical,No,,G5,,0,146GB,2,"2.5""",SAS,/p/r/proliant-dl380-g5-dual-core.jpg,,HP,,"Buy your ProLiant DL380 G5 - Dual-Core today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished ProLiant DL380 G5 - Dual-Core Servers",,,"Use config","Use config","ProLiant DL380 G5 - Dual-Core",,,"Block after Info Column",,,,Redundant,455.0000,Intel,Yes,4GB,DDR2,0,,"Rack - 2U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl380-g5-dual-core.jpg,,,,,1,2,/p/r/proliant-dl380-g5-dual-core.jpg,,"2015-02-24 19:04:34",proliant-dl380-g5-dual-core-1,proliant-dl380-g5-dual-core-1,4,"1 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl380-g5-dual-core.jpg,"ProLiant DL380 G5 - Dual-Core",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Startup Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g5-quad-core-1,,Server,simple,Servers,"Default Category",base,595,,,,,Quad,2,2.53GHz,"2015-01-28 21:38:29",,,,,594.0,"<div id=""product-full-descript""><p>The HP ProLiant DL380, the world's best selling server, delivers on its history of design excellence with enterprise-class uptime andmanageability, proven 2-socket Intel&reg; Xeon&reg; performance, and 2U density for a variety of rack deployments and applications.</p></div>",Optical,No,,G5,,0,146GB,2,"2.5""",SAS,/p/r/proliant-dl380-g5-quad-core.jpg,,HP,,"Buy your ProLiant DL380 G5 - Quad-Core today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished ProLiant DL380 G5 - Quad-Core Servers",,,"Use config","Use config","ProLiant DL380 G5 - Quad-Core",,,"Block after Info Column",,,,Redundant,595.0000,Intel,Yes,4GB,DDR2,0,,"Rack - 2U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl380-g5-quad-core.jpg,,,,,1,2,/p/r/proliant-dl380-g5-quad-core.jpg,,"2015-02-24 19:04:34",proliant-dl380-g5-quad-core-1,proliant-dl380-g5-quad-core-1,4,"1 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl380-g5-quad-core.jpg,"ProLiant DL380 G5 - Quad-Core",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Startup Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl160-g6-1,,Server,simple,Servers,"Default Category",base,995,,,,,Quad,2,2.26GHz,"2015-01-28 21:38:29",,,,,994.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,No,,G6,,0,146GB,2,"3.5""",SAS,/p/r/proliant-dl160-g6.jpg,,HP,,"Buy your ProLiant DL160 G6 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished ProLiant DL160 G6 Servers",,,"Use config","Use config","ProLiant DL160 G6",,,"Block after Info Column",,,,Redundant,995.0000,Intel,Yes,16GB,DDR3,0,,"Rack - 1U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl160-g6.jpg,,,,,1,2,/p/r/proliant-dl160-g6.jpg,,"2015-02-24 19:04:34",proliant-dl160-g6-1,proliant-dl160-g6-1,4,"3 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl160-g6.jpg,"ProLiant DL160 G6",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl180-g6-1,,Server,simple,Servers,"Default Category",base,999,,,,,Quad,2,2.26GHz,"2015-01-28 21:38:29",,,,,998.0,"<div id=""product-full-descript""><p>The HP ProLiant DL180 G6 Server is a cost-effective, general-purpose server that meets the needs of all types of businesses. With powerful dual-processor capability, power efficiency and essential features for 32-bit and 64-bit applications. The DL180 G6 is a great choice for either server or storage uses.  Items marked with a * are available for upgrade directly on our site, if you require other upgrades please use the Request a Quote button or Call Us Toll-Free at 1(888)413-8900.</p></div>",Optical,No,,G6,,0,146GB,4,"2.5""",SAS,/p/r/proliant-dl180-g6.jpg,,HP,,"Buy your ProLiant DL180 G6 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished ProLiant DL180 G6 Servers",,,"Use config","Use config","ProLiant DL180 G6",,,"Block after Info Column",,,,Single,999.0000,Intel,Yes,16GB,DDR3,0,,"Rack - 1U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl180-g6.jpg,,,,,1,2,/p/r/proliant-dl180-g6.jpg,,"2015-02-24 19:04:34",proliant-dl180-g6-1,proliant-dl180-g6-1,4,"3 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl180-g6.jpg,"ProLiant DL180 G6",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl360-g6-1,,Server,simple,Servers,"Default Category",base,655,,,,,Quad,2,2.53GHz,"2015-01-28 21:38:29",,,,,654.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,No,,G6,,0,146GB,2,"2.5""",SAS,/p/r/proliant-dl360-g6-8x-2.5-chassis.jpg,"ProLiant DL360 G6 - 8x 2.5"" Chassis",HP,,"Buy your ProLiant DL360 G6 - 8x 2.5"" Chassis today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished ProLiant DL360 G6 Servers",,,"Use config","Use config","ProLiant DL360 G6",,,"Block after Info Column",,,,Single,655.0000,Intel,Yes,8GB,DDR3,0,,"Rack - 1U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl360-g6-8x-2.5-chassis.jpg,"ProLiant DL360 G6 - 8x 2.5"" Chassis",,,,1,2,/p/r/proliant-dl360-g6-8x-2.5-chassis.jpg,"ProLiant DL360 G6 - 8x 2.5"" Chassis","2015-02-24 19:04:34",proliant-dl360-g6-1,proliant-dl360-g6-1,4,"3 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl360-g6-8x-2.5-chassis.jpg,"ProLiant DL360 G6 - 8x 2.5"" Chassis",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl370-g6-1,,Server,simple,Servers,"Default Category",base,1195,,,,,Dual,2,2.26GHz,"2015-01-28 21:38:29",,,,,1194.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,No,,G6,,0,146GB,6,"2.5""",SAS,/p/r/proliant-dl370-g6.jpg,,HP,,"Buy your Proliant DL370 G6 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished Proliant DL370 G6 Servers",,,"Use config","Use config","Proliant DL370 G6",,,"Block after Info Column",,,,Redundant,1195.0000,Intel,Yes,32GB,DDR3,0,,"Rack - 4U+","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl370-g6.jpg,,,,,1,2,/p/r/proliant-dl370-g6.jpg,,"2015-02-24 19:04:34",proliant-dl370-g6-1,proliant-dl370-g6-1,4,"3 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl370-g6.jpg,"Proliant DL370 G6",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g6-1,,Server,simple,Servers,"Default Category",base,675,,,,,Quad,2,2.26GHz,"2015-01-28 21:38:29",,,,,674.0,"<div id=""product-full-descript""><p>The HP ProLiant DL380, the world's best selling server, delivers on its history of design excellence with enterprise-class uptime andmanageability, proven 2-socket Intel&reg; Xeon&reg; performance, and 2U density for a variety of rack deployments and applications. Items marked with a * are available for upgrade directly on our site, if you require other upgrades please use the Request a Quote button or Call Us Toll-Free at 1(888)413-8900.</p></div>",Optical,No,,G6,,0,146GB,2,"2.5""",SAS,/p/r/proliant-dl380-g6.jpg,"ProLiant DL380 G6",HP,,"Buy your ProLiant DL380 G6 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished ProLiant DL380 G6 Servers",,,"Use config","Use config","ProLiant DL380 G6",,,"Block after Info Column",,,,Single,675.0000,Intel,Yes,16GB,DDR3,0,,"Rack - 2U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl380-g6.jpg,"ProLiant DL380 G6",,,,1,2,/p/r/proliant-dl380-g6.jpg,"ProLiant DL380 G6","2015-02-24 19:04:34",proliant-dl380-g6-1,proliant-dl380-g6-1,4,"3 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl380-g6.jpg,"ProLiant DL380 G6",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g6-nas-server-1,,Server,simple,Servers,"Default Category",base,1450,,,,,Quad,2,2.26GHz,"2015-01-28 21:38:29",,,,,1449.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,Yes,,G6,,0,500GB,8,"2.5""",SATA,/p/r/proliant-dl380-g6-nas-server.jpg,,HP,,"Buy your ProLiant DL380 G6 NAS Server today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished ProLiant DL380 G6 NAS Server Servers",,,"Use config","Use config","ProLiant DL380 G6 NAS Server",,,"Block after Info Column",,,,Redundant,1450.0000,Intel,Yes,16GB,DDR3,0,,"Rack - 2U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl380-g6-nas-server.jpg,,,,,1,2,/p/r/proliant-dl380-g6-nas-server.jpg,,"2015-02-24 19:04:34",proliant-dl380-g6-nas-server-1,proliant-dl380-g6-nas-server-1,4,"3 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl380-g6-nas-server.jpg,"ProLiant DL380 G6 NAS Server",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-ml110-g6-1,,Server,simple,Servers,"Default Category",base,595,,,,,Quad,1,2.66GHz,"2015-01-28 21:38:29",,,,,594.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,No,,G6,,0,146GB,2,"3.5""",SAS,/p/r/proliant-ml110-g6.jpg,"Proliant ML110 G6",HP,,"Buy your Proliant ML110 G6 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished Proliant ML110 G6 Servers",,,"Use config","Use config","Proliant ML110 G6",,,"Block after Info Column",,,,Single,695.0000,Intel,Yes,8GB,DDR3,0,,Tower,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-ml110-g6.jpg,"Proliant ML110 G6",,,,1,2,/p/r/proliant-ml110-g6.jpg,"Proliant ML110 G6","2015-02-26 15:43:52",proliant-ml110-g6-1,proliant-ml110-g6-1,4,"1 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-ml110-g6.jpg,"Proliant ML110 G6",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-ml350-g6-1,,Server,simple,Servers,"Default Category",base,1495,,,,,Six,2,2.66GHz,"2015-01-28 21:38:29",,,,,1494.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,No,,G6,,0,2TB,2,"3.5""",SATA,/p/r/proliant-ml350-g6.jpg,,HP,,"Buy your Proliant ML350 G6 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished Proliant ML350 G6 Servers",,,"Use config","Use config","Proliant ML350 G6",,,"Block after Info Column",,,,Redundant,1495.0000,Intel,Yes,32GB,DDR3,0,,Tower,"Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-ml350-g6.jpg,,,,,1,2,/p/r/proliant-ml350-g6.jpg,,"2015-02-24 19:04:34",proliant-ml350-g6-1,proliant-ml350-g6-1,4,"1 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-ml350-g6.jpg,"ProLiant ML350 G6",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Tower Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl360-g7-1,,Server,simple,Servers,"Default Category",base,2455,,,,,Six,2,2.6GHz,"2015-01-28 21:38:29",,,,,2454.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,Yes,,G7,,0,500GB,4,"2.5""",SATA,/p/r/proliant-dl360-g7.jpg,,HP,,"Buy your Proliant DL360 G7 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished Proliant DL360 G7 Servers",,,"Use config","Use config","Proliant DL360 G7",,,"Block after Info Column",,,,Redundant,2455.0000,Intel,Yes,24GB,DDR3,0,,"Rack - 1U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl360-g7.jpg,,,,,1,2,/p/r/proliant-dl360-g7.jpg,,"2015-02-24 19:04:34",proliant-dl360-g7-1,proliant-dl360-g7-1,4,"3 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl360-g7.jpg,"Proliant DL360 G7",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g7-1,,Server,simple,Servers,"Default Category",base,2424,,,,,Six,2,2.6GHz,"2015-01-28 21:38:29",,,,,2423.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,Yes,,G7,,0,300GB,8,"2.5""",SAS,/p/r/proliant-dl380-g7.jpg,,HP,,"Buy your Proliant DL380 G7 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished Proliant DL380 G7 Servers",,,"Use config","Use config","Proliant DL380 G7",,,"Block after Info Column",,,,Redundant,2424.0000,Intel,Yes,24GB,DDR3,0,,"Rack - 2U","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl380-g7.jpg,,,,,1,2,/p/r/proliant-dl380-g7.jpg,,"2015-02-24 19:04:34",proliant-dl380-g7-1,proliant-dl380-g7-1,4,"3 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl380-g7.jpg,"Proliant DL380 G7",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl580-g7-1,,Server,simple,Servers,"Default Category",base,4995,,,,,Eight,4,2.26GHz,"2015-01-28 21:38:29",,,,,4994.0,"<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>",Optical,No,,G7,,0,256GB,4,"2.5""",SAS,/p/r/proliant-dl580-g7.jpg,,HP,,"Buy your ProLiant DL580 G7 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.",,"Refurbished ProLiant DL580 G7 Servers",,,"Use config","Use config","ProLiant DL580 G7",,,"Block after Info Column",,,,Single,4995.0000,Intel,Yes,128GB,DDR,0,,"Rack - 4U+","Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>",/p/r/proliant-dl580-g7.jpg,,,,,1,2,/p/r/proliant-dl580-g7.jpg,,"2015-02-24 19:04:34",proliant-dl580-g7-1,proliant-dl580-g7-1,4,"3 Year",45.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl580-g7.jpg,"ProLiant DL580 G7",1,0
,,,,"Servers/HP Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Servers/HP Servers/HP Rack Servers","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
