sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,accept_offer_price,color,condition,cost,country_of_manufacture,cpu_cores,cpu_quantity,cpu_speed,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decline_offer_price,description,drive,featured,gallery,eneration,gift_message_available,has_options,hdd1_capacity,hdd1_quantity,hdd_size,hdd_tech,image,image_label,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,part_number,part_type,power_supply,price,processor,raid,ram_quantity,ram_technology,required_options,server_compatibility,server_type,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,warranty,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
proliant-dl380-g6-1,,Server,simple,Servers,Default Category,base,675,,,,,Quad,2,2.26GHz,2015-01-28 21:38:29,,,,,674,"<div id=""product-full-descript""><p>The HP ProLiant DL380, the world's best selling server, delivers on its history of design excellence with enterprise-class uptime andmanageability, proven 2-socket Intel&reg; Xeon&reg; performance, and 2U density for a variety of rack deployments and applications. Items marked with a * are available for upgrade directly on our site, if you require other upgrades please use the Request a Quote button or Call Us Toll-Free at 1(888)413-8900.</p></div>",Optical,No,,6,,0,146GB,2,"2.5""",SAS,/p/r/proliant-dl380-g6.jpg,ProLiant DL380 G6,,Buy your ProLiant DL380 G6 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished ProLiant DL380 G6 Servers,,,Use config,Use config,ProLiant DL380 G6,,,Block after Info Column,,,,Single,675,Intel,Yes,16GB,DDR3,0,,Rack - 2U,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-dl380-g6.jpg,ProLiant DL380 G6,,,,1,2,/p/r/proliant-dl380-g6.jpg,ProLiant DL380 G6,2015-03-06 17:46:48,proliant-dl380-g6-1,proliant-dl380-g6-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl380-g6.jpg,ProLiant DL380 G6,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Rack Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP 2U Racks,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g6-nas-server-1,,Server,simple,Servers,Default Category,base,1450,,,,,Quad,2,2.26GHz,2015-01-28 21:38:29,,,,,1449,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,Yes,,6,,0,500GB,8,"2.5""",SATA,/p/r/proliant-dl380-g6-nas-server.jpg,,,Buy your ProLiant DL380 G6 NAS Server today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished ProLiant DL380 G6 NAS Server Servers,,,Use config,Use config,ProLiant DL380 G6 NAS Server,,,Block after Info Column,,,,Redundant,1450,Intel,Yes,16GB,DDR3,0,,Rack - 2U,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-dl380-g6-nas-server.jpg,,,,,1,2,/p/r/proliant-dl380-g6-nas-server.jpg,,2015-03-06 17:46:48,proliant-dl380-g6-nas-server-1,proliant-dl380-g6-nas-server-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl380-g6-nas-server.jpg,ProLiant DL380 G6 NAS Server,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Rack Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP 2U Racks,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-ml110-g6-1,,Server,simple,Servers,Default Category,base,595,,,,,Quad,1,2.66GHz,2015-01-28 21:38:29,,,,,594,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,No,,6,,0,146GB,2,"3.5""",SAS,/p/r/proliant-ml110-g6.jpg,Proliant ML110 G6,,Buy your Proliant ML110 G6 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Proliant ML110 G6 Servers,,,Use config,Use config,Proliant ML110 G6,,,Block after Info Column,,,,Single,695,Intel,Yes,8GB,DDR3,0,,Tower,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-ml110-g6.jpg,Proliant ML110 G6,,,,1,2,/p/r/proliant-ml110-g6.jpg,Proliant ML110 G6,2015-02-26 15:43:52,proliant-ml110-g6-1,proliant-ml110-g6-1,4,1 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-ml110-g6.jpg,Proliant ML110 G6,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Tower Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-ml350-g6-1,,Server,simple,Servers,Default Category,base,1495,,,,,Six,2,2.66GHz,2015-01-28 21:38:29,,,,,1494,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,No,,6,,0,2TB,2,"3.5""",SATA,/p/r/proliant-ml350-g6.jpg,,,Buy your Proliant ML350 G6 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Proliant ML350 G6 Servers,,,Use config,Use config,Proliant ML350 G6,,,Block after Info Column,,,,Redundant,1495,Intel,Yes,32GB,DDR3,0,,Tower,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-ml350-g6.jpg,,,,,1,2,/p/r/proliant-ml350-g6.jpg,,2015-02-24 19:04:34,proliant-ml350-g6-1,proliant-ml350-g6-1,4,1 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-ml350-g6.jpg,ProLiant ML350 G6,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Tower Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl360-g7-1,,Server,simple,Servers,Default Category,base,2455,,,,,Six,2,2.6GHz,2015-01-28 21:38:29,,,,,2454,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,Yes,,7,,0,500GB,4,"2.5""",SATA,/p/r/proliant-dl360-g7.jpg,,,Buy your Proliant DL360 G7 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Proliant DL360 G7 Servers,,,Use config,Use config,Proliant DL360 G7,,,Block after Info Column,,,,Redundant,2455,Intel,Yes,24GB,DDR3,0,,Rack - 1U,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-dl360-g7.jpg,,,,,1,2,/p/r/proliant-dl360-g7.jpg,,2015-03-06 17:46:48,proliant-dl360-g7-1,proliant-dl360-g7-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl360-g7.jpg,Proliant DL360 G7,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Rack Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP 1U Racks,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g7-1,,Server,simple,Servers,Default Category,base,2424,,,,,Six,2,2.6GHz,2015-01-28 21:38:29,,,,,2423,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,Yes,,7,,0,300GB,8,"2.5""",SAS,/p/r/proliant-dl380-g7.jpg,,,Buy your Proliant DL380 G7 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Proliant DL380 G7 Servers,,,Use config,Use config,Proliant DL380 G7,,,Block after Info Column,,,,Redundant,2424,Intel,Yes,24GB,DDR3,0,,Rack - 2U,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-dl380-g7.jpg,,,,,1,2,/p/r/proliant-dl380-g7.jpg,,2015-03-06 17:46:48,proliant-dl380-g7-1,proliant-dl380-g7-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl380-g7.jpg,Proliant DL380 G7,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Rack Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP 2U Racks,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl580-g7-1,,Server,simple,Servers,Default Category,base,4995,,,,,Eight,4,2.26GHz,2015-01-28 21:38:29,,,,,4994,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,No,,7,,0,256GB,4,"2.5""",SAS,/p/r/proliant-dl580-g7.jpg,,,Buy your ProLiant DL580 G7 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished ProLiant DL580 G7 Servers,,,Use config,Use config,ProLiant DL580 G7,,,Block after Info Column,,,,Single,4995,Intel,Yes,128GB,DDR,0,,Rack - 4U+,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-dl580-g7.jpg,,,,,1,2,/p/r/proliant-dl580-g7.jpg,,2015-03-06 17:46:48,proliant-dl580-g7-1,proliant-dl580-g7-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl580-g7.jpg,ProLiant DL580 G7,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Rack Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP 4U+ Racks,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl585-g7-1,,Server,simple,Servers,Default Category,base,3350,,,,,Twelve,2,2.4GHz,2015-01-28 21:38:29,,,,,3349,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,No,,7,,0,146GB,8,"2.5""",SAS,/p/r/proliant-dl585-g7.jpg,,,Buy your Proliant DL585 G7 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Proliant DL585 G7 Servers,,,Use config,Use config,Proliant DL585 G7,,,Block after Info Column,,,,Four,3350,AMD,Yes,64GB,DDR3,0,,Rack - 4U+,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-dl585-g7.jpg,,,,,1,2,/p/r/proliant-dl585-g7.jpg,,2015-03-06 17:46:48,proliant-dl585-g7-1,proliant-dl585-g7-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl585-g7.jpg,Proliant DL585 G7,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Rack Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP 4U+ Racks,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl360-g8-1,,Server,simple,Servers,Default Category,base,3777,,,,,Quad,2,2.4GHz,2015-01-28 21:38:29,,,,,3776,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,No,,8,,0,1TB,2,"2.5""",SATA,/p/r/proliant-dl360-g8.jpg,,,Buy your Proliant DL360 G8 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Proliant DL360 G8 Servers,,,Use config,Use config,Proliant DL360 G8,,,Block after Info Column,,,,Redundant,3777,Intel,Yes,8GB,DDR3,0,,Rack - 1U,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-dl360-g8.jpg,,,,,1,2,/p/r/proliant-dl360-g8.jpg,,2015-03-06 17:46:48,proliant-dl360-g8-1,proliant-dl360-g8-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl360-g8.jpg,Proliant DL360 G8,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Rack Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP 1U Racks,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380-g8-1,,Server,simple,Servers,Default Category,base,5454,,,,,Six,2,1.9GHz,2015-01-28 21:38:29,,,,,5453,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,No,,8,,0,1TB,2,"2.5""",SAS,/p/r/proliant-dl380-g8.jpg,,,Buy your Proliant DL380 G8 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Proliant DL380 G8 Servers,,,Use config,Use config,Proliant DL380 G8,,,Block after Info Column,,,,Redundant,5454,Intel,Yes,24GB,DDR3,0,,Rack - 2U,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-dl380-g8.jpg,,,,,1,2,/p/r/proliant-dl380-g8.jpg,,2015-03-06 17:46:48,proliant-dl380-g8-1,proliant-dl380-g8-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl380-g8.jpg,Proliant DL380 G8,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Rack Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP 2U Racks,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl380p-g8-1,,Server,simple,Servers,Default Category,base,5995,,,,,Six,2,1.9GHz,2015-01-28 21:38:29,,,,,5994,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,No,,8,,0,450GB,8,"2.5""",SAS,/p/r/proliant-dl380p-g8.jpg,,,Buy your Proliant DL380P G8 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Proliant DL380P G8 Servers,,,Use config,Use config,Proliant DL380P G8,,,Block after Info Column,,,,Redundant,5995,Intel,Yes,96GB,DDR3,0,,Rack - 2U,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-dl380p-g8.jpg,,,,,1,2,/p/r/proliant-dl380p-g8.jpg,,2015-03-06 17:46:48,proliant-dl380p-g8-1,proliant-dl380p-g8-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl380p-g8.jpg,Proliant DL380P G8,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Rack Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP 2U Racks,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proliant-dl580-g8-1,,Server,simple,Servers,Default Category,base,34500,,,,,Twelve,2,2.6GHz,2015-01-28 21:38:29,,,,,34499,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,No,,8,,0,900GB,4,"2.5""",SAS,/p/r/proliant-dl580-g8.jpg,Proliant DL580 G8,,Buy your Proliant DL580 G8 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Proliant DL580 G8 Servers,,,Use config,Use config,Proliant DL580 G8,,,Block after Info Column,,,,Redundant,34500,Intel,Yes,128GB,DDR3,0,,Rack - 4U+,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/p/r/proliant-dl580-g8.jpg,Proliant DL580 G8,,,,1,2,/p/r/proliant-dl580-g8.jpg,Proliant DL580 G8,2015-03-06 17:59:25,proliant-dl580-g8-1,proliant-dl580-g8-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/p/r/proliant-dl580-g8.jpg,Proliant DL580 G8,1,0
,,,,Servers/HP Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP Rack Servers,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Servers/HP Servers/HP 4U+ Racks,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
storageworks-mds600-storage-array-1,,Storage,simple,Storage,Default Category,base,28500,,,,,,,,2015-01-28 21:38:31,,,,,28499,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,,No,,,,0,4TB,70,"3.5""",SATA,/s/t/storageworks-mds600-storage-array.jpg,StorageWorks MDS600 Storage Array,,Buy your StorageWorks MDS600 Storage Array today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished StorageWorks MDS600 Storage Array Storage,,,Use config,Use config,StorageWorks MDS600 Storage Array,,,Block after Info Column,,,,,28500,,,,,0,,,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/s/t/storageworks-mds600-storage-array.jpg,StorageWorks MDS600 Storage Array,,,,1,2,/s/t/storageworks-mds600-storage-array.jpg,StorageWorks MDS600 Storage Array,2015-02-24 19:04:35,storageworks-mds600-storage-array-1,storageworks-mds600-storage-array-1,4,3 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/s/t/storageworks-mds600-storage-array.jpg,StorageWorks MDS600 Storage Array,1,0
,,,,Storage/HP Storage,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z420-1,,Workstation,simple,Workstations,Default Category,base,1650,,,,,Quad,1,3.6GHz,2015-01-28 21:38:31,,,,,1649,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,No,,,,0,2TB,2,"3.5""",SATA,/z/4/z420.jpg,Z420,,Buy your Z420 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Z420 Workstations,,,Use config,Use config,Z420,,,Block after Info Column,,,,Single,1650,Intel,None,8GB,DDR3,0,,,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/z/4/z420.jpg,Z420,,,,1,2,/z/4/z420.jpg,Z420,2015-02-24 19:04:36,z420-1,z420-1,4,1 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/z/4/z420.jpg,Z420,1,0
,,,,Workstations/HP Workstations,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z600-1,,Workstation,simple,Workstations,Default Category,base,950,,,,,Six,2,2.66GHz,2015-01-28 21:38:31,,,,,949,<strong>For Additional Configurations and Operating Systems Call Us at 770-850-8400</strong>,Optical,No,,,,0,1TB,2,"3.5""",SATA,/z/6/z600.jpg,Z600,,Buy your Z600 today or call us to configure one for your needs. Full warranty and thoroughly tested before shipping to you.,,Refurbished Z600 Workstations,,,Use config,Use config,Z600,,,Block after Info Column,,,,Single,950,Intel,None,12GB,DDR3,0,,,Need an Upgrade? Call Us!<br><strong>770-850-8400</strong>,/z/6/z600.jpg,Z600,,,,1,2,/z/6/z600.jpg,Z600,2015-02-24 19:04:36,z600-1,z600-1,4,1 Year,45,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/z/6/z600.jpg,Z600,1,0
,,,,Workstations/HP Workstations,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
